label,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41
4,0.000000,0.000000,0.272612,-0.240337,0.420486,-0.643263,0.296918,-0.942239,0.117132,-0.928296,0.358759,-0.895004,0.491817,-1.208051,0.590494,-1.396997,0.671146,-1.546818,0.198485,-0.980104,0.255138,-1.389053,0.312627,-1.641831,0.367229,-1.844906,0.045726,-0.973713,0.009017,-1.391015,-0.002040,-1.672656,0.006560,-1.914749,-0.100529,-0.897407,-0.167343,-1.222450,-0.217491,-1.418249,-0.242339,-1.593959
4,0.000000,0.000000,0.273943,-0.249421,0.413287,-0.657777,0.271505,-0.953043,0.077758,-0.931031,0.346118,-0.899641,0.475177,-1.202257,0.571690,-1.387744,0.649858,-1.533519,0.184712,-0.982793,0.240274,-1.377164,0.300132,-1.625784,0.356103,-1.824005,0.033352,-0.975575,-0.001045,-1.385278,-0.002351,-1.658021,0.012691,-1.887674,-0.111005,-0.899274,-0.180737,-1.221637,-0.231316,-1.415644,-0.256302,-1.585128
4,0.000000,0.000000,0.271727,-0.240805,0.413216,-0.641417,0.272011,-0.938042,0.071157,-0.921737,0.352693,-0.899072,0.480941,-1.206713,0.578172,-1.395554,0.657448,-1.547340,0.188476,-0.982078,0.243864,-1.376391,0.301872,-1.621647,0.357392,-1.826902,0.034948,-0.970277,-0.005164,-1.376094,-0.015331,-1.650344,-0.007378,-1.892026,-0.110390,-0.887889,-0.179231,-1.209319,-0.230383,-1.400480,-0.257556,-1.577410
4,0.000000,0.000000,0.271307,-0.235187,0.413497,-0.633429,0.279283,-0.938530,0.079358,-0.931332,0.353340,-0.896897,0.483806,-1.209015,0.584973,-1.401759,0.668241,-1.559248,0.190491,-0.981689,0.249420,-1.382980,0.307745,-1.635534,0.362394,-1.850006,0.035836,-0.970856,-0.010394,-1.378333,-0.025140,-1.659004,-0.020137,-1.906553,-0.113264,-0.890749,-0.183456,-1.221485,-0.236803,-1.415116,-0.267266,-1.592792
4,0.000000,0.000000,0.272442,-0.236732,0.412874,-0.642516,0.272602,-0.949914,0.073691,-0.944488,0.352534,-0.899850,0.483666,-1.221318,0.584743,-1.418162,0.667610,-1.577418,0.187289,-0.982305,0.242883,-1.389855,0.301577,-1.642885,0.357840,-1.856979,0.030773,-0.972067,-0.013139,-1.386815,-0.023763,-1.668688,-0.015648,-1.916792,-0.121759,-0.893578,-0.193334,-1.231843,-0.248118,-1.430373,-0.279138,-1.612305
4,0.000000,0.000000,0.272295,-0.241441,0.415131,-0.650376,0.278474,-0.957720,0.077027,-0.947719,0.349251,-0.901189,0.478341,-1.220856,0.577630,-1.415177,0.658198,-1.569906,0.184290,-0.982872,0.242827,-1.389271,0.300712,-1.640049,0.353907,-1.852323,0.029233,-0.971003,-0.014118,-1.382051,-0.028829,-1.665593,-0.026417,-1.915521,-0.119358,-0.889466,-0.186004,-1.222898,-0.238138,-1.422325,-0.269347,-1.605035
4,0.000000,0.000000,0.266197,-0.244844,0.403391,-0.657839,0.265860,-0.958001,0.071709,-0.945189,0.338126,-0.902995,0.471061,-1.220685,0.571340,-1.409517,0.652916,-1.558366,0.176933,-0.984223,0.228569,-1.389529,0.286454,-1.636871,0.340607,-1.840138,0.026072,-0.972750,-0.012600,-1.388224,-0.021357,-1.672468,-0.014417,-1.919450,-0.117772,-0.893924,-0.182226,-1.217768,-0.232994,-1.417439,-0.261819,-1.599424
4,0.000000,0.000000,0.274377,-0.237946,0.409461,-0.642410,0.258039,-0.939687,0.052726,-0.924409,0.351871,-0.895609,0.489044,-1.209448,0.589903,-1.400097,0.673499,-1.555923,0.190806,-0.981628,0.250079,-1.382836,0.309503,-1.630671,0.364905,-1.835640,0.039017,-0.972456,0.000623,-1.387746,-0.010084,-1.667556,-0.004619,-1.911805,-0.105838,-0.894545,-0.167720,-1.220466,-0.215059,-1.415856,-0.242187,-1.594526
4,0.000000,0.000000,0.280726,-0.243537,0.423847,-0.651448,0.280021,-0.955335,0.074223,-0.935842,0.356466,-0.896432,0.491927,-1.215488,0.594281,-1.407674,0.679753,-1.562239,0.192021,-0.981391,0.249498,-1.393173,0.310239,-1.646357,0.369149,-1.854610,0.036833,-0.973313,-0.001301,-1.395095,-0.006521,-1.681282,0.006517,-1.928031,-0.110247,-0.898062,-0.176727,-1.232835,-0.226571,-1.434913,-0.252174,-1.618608
4,0.000000,0.000000,0.278240,-0.237693,0.424455,-0.641577,0.287564,-0.947364,0.085341,-0.932820,0.357401,-0.894310,0.491377,-1.212494,0.593528,-1.404740,0.678333,-1.558449,0.192390,-0.981319,0.250087,-1.390056,0.311706,-1.640187,0.371598,-1.845661,0.036081,-0.974596,-0.001625,-1.393987,-0.007080,-1.678887,0.006274,-1.923363,-0.112538,-0.898860,-0.177422,-1.234780,-0.225320,-1.435985,-0.249278,-1.617461
4,0.000000,0.000000,0.274560,-0.231432,0.420070,-0.632000,0.285273,-0.938261,0.082754,-0.927442,0.356467,-0.895605,0.489445,-1.211758,0.592541,-1.405087,0.677382,-1.561213,0.192796,-0.981239,0.250560,-1.387779,0.310191,-1.638151,0.368655,-1.847858,0.037618,-0.973055,-0.003942,-1.386635,-0.015248,-1.671532,-0.007635,-1.922383,-0.109659,-0.896866,-0.175559,-1.229323,-0.226848,-1.426811,-0.256828,-1.609532
4,0.000000,0.000000,0.275029,-0.235365,0.416365,-0.631930,0.277999,-0.938166,0.075340,-0.931987,0.357251,-0.896498,0.490045,-1.212407,0.592990,-1.404627,0.677583,-1.558746,0.191372,-0.981518,0.250348,-1.389654,0.310172,-1.639567,0.369029,-1.850613,0.034992,-0.971903,-0.007830,-1.384129,-0.017140,-1.666350,-0.007114,-1.913485,-0.114978,-0.894472,-0.179446,-1.229834,-0.229111,-1.427437,-0.256846,-1.609017
4,0.000000,0.000000,0.265708,-0.230598,0.404869,-0.631033,0.264370,-0.932407,0.062627,-0.921626,0.345531,-0.898800,0.479105,-1.209913,0.581954,-1.402471,0.666549,-1.557784,0.182680,-0.983172,0.244637,-1.385158,0.305421,-1.634565,0.362607,-1.848037,0.028999,-0.970864,-0.009540,-1.379794,-0.018682,-1.655284,-0.010850,-1.900205,-0.119353,-0.887268,-0.180894,-1.220402,-0.228847,-1.417789,-0.256533,-1.600633
4,0.000000,0.000000,0.272804,-0.233116,0.415656,-0.626585,0.282034,-0.928083,0.086354,-0.917228,0.352686,-0.897619,0.487820,-1.212687,0.590868,-1.405586,0.677184,-1.560496,0.186553,-0.982445,0.249088,-1.390796,0.308524,-1.642154,0.368196,-1.856572,0.030894,-0.971633,-0.007517,-1.382783,-0.019929,-1.661565,-0.012123,-1.906569,-0.116163,-0.890776,-0.177045,-1.225641,-0.224504,-1.422472,-0.251266,-1.603017
4,0.000000,0.000000,0.273052,-0.232778,0.414806,-0.628104,0.281212,-0.930790,0.086728,-0.922152,0.352897,-0.898384,0.489056,-1.215172,0.593780,-1.409292,0.681380,-1.565609,0.187335,-0.982296,0.249896,-1.391926,0.310528,-1.643924,0.370811,-1.858876,0.031567,-0.971025,-0.007174,-1.383473,-0.018884,-1.664117,-0.011259,-1.911441,-0.116265,-0.890908,-0.177153,-1.227224,-0.225058,-1.425926,-0.252766,-1.609553
4,0.000000,0.000000,0.276011,-0.237100,0.419930,-0.636352,0.286045,-0.944946,0.090803,-0.935737,0.354239,-0.899501,0.490954,-1.220052,0.594469,-1.417613,0.679986,-1.575129,0.187380,-0.982288,0.248400,-1.394976,0.307440,-1.647874,0.367652,-1.860854,0.030993,-0.970690,-0.008703,-1.385736,-0.018748,-1.667148,-0.008080,-1.913319,-0.116621,-0.892911,-0.179887,-1.233107,-0.226601,-1.434599,-0.251005,-1.619925
4,0.000000,0.000000,0.279836,-0.235189,0.425079,-0.634436,0.288593,-0.940769,0.088497,-0.928090,0.355808,-0.898072,0.490381,-1.216192,0.593451,-1.411345,0.679467,-1.566979,0.187886,-0.982191,0.246538,-1.393259,0.306526,-1.643227,0.367671,-1.851795,0.030723,-0.972434,-0.010169,-1.386345,-0.018338,-1.666839,-0.006120,-1.910411,-0.115580,-0.895011,-0.177911,-1.231360,-0.223036,-1.431492,-0.246536,-1.614254
4,0.000000,0.000000,0.278118,-0.235071,0.423148,-0.632856,0.288752,-0.937718,0.090731,-0.925855,0.355783,-0.899095,0.489786,-1.217425,0.593071,-1.413223,0.679240,-1.568977,0.188657,-0.982043,0.247131,-1.393626,0.306378,-1.645347,0.366723,-1.856118,0.032008,-0.971960,-0.007292,-1.384227,-0.016423,-1.664101,-0.005413,-1.907651,-0.114577,-0.895668,-0.176600,-1.230173,-0.223379,-1.430309,-0.248641,-1.614401
4,0.000000,0.000000,0.276915,-0.235916,0.420212,-0.632759,0.282659,-0.938322,0.083228,-0.931250,0.353415,-0.898191,0.487253,-1.216046,0.589634,-1.411510,0.674926,-1.566835,0.186773,-0.982403,0.246272,-1.394588,0.305855,-1.647039,0.366676,-1.857863,0.030986,-0.973270,-0.006961,-1.387259,-0.015245,-1.666905,-0.003459,-1.909147,-0.115632,-0.897282,-0.178659,-1.231164,-0.225813,-1.430581,-0.250318,-1.612467
4,0.000000,0.000000,0.277217,-0.234455,0.421226,-0.630584,0.285600,-0.936119,0.087799,-0.929112,0.353785,-0.898213,0.487988,-1.217145,0.590671,-1.413008,0.676852,-1.569058,0.186902,-0.982379,0.246209,-1.395359,0.305345,-1.647653,0.366535,-1.858963,0.030739,-0.973400,-0.007200,-1.387518,-0.016567,-1.667079,-0.005214,-1.909586,-0.115952,-0.897531,-0.179235,-1.231575,-0.226300,-1.430127,-0.250934,-1.611486
4,0.000000,0.000000,0.275606,-0.233648,0.418968,-0.620585,0.290760,-0.921157,0.096641,-0.914116,0.353114,-0.899362,0.485820,-1.216994,0.588517,-1.410853,0.674277,-1.566567,0.187914,-0.982186,0.246848,-1.394177,0.305366,-1.646032,0.366003,-1.858772,0.031852,-0.972063,-0.006455,-1.384489,-0.016279,-1.665221,-0.005296,-1.909698,-0.114886,-0.897603,-0.175882,-1.230372,-0.222266,-1.431094,-0.246812,-1.617508
4,0.000000,0.000000,0.281205,-0.236555,0.424481,-0.624698,0.290800,-0.927269,0.093598,-0.923050,0.354175,-0.900494,0.488788,-1.222807,0.592273,-1.418889,0.679562,-1.577038,0.187504,-0.982264,0.246749,-1.395703,0.307008,-1.648267,0.370277,-1.860428,0.030538,-0.973073,-0.006834,-1.388574,-0.014550,-1.672229,-0.000833,-1.918627,-0.116099,-0.901884,-0.178261,-1.238393,-0.223503,-1.439175,-0.246248,-1.625235
4,0.000000,0.000000,0.276004,-0.232675,0.416941,-0.618819,0.288878,-0.922014,0.093502,-0.921726,0.348264,-0.901173,0.482766,-1.219090,0.587865,-1.412261,0.677426,-1.568986,0.183320,-0.983053,0.245063,-1.391523,0.305837,-1.640087,0.367800,-1.850728,0.027736,-0.969964,-0.013962,-1.379776,-0.025493,-1.662628,-0.015747,-1.911033,-0.118945,-0.888844,-0.180949,-1.223264,-0.227235,-1.423084,-0.252833,-1.608298
4,0.000000,0.000000,0.261827,-0.224436,0.405008,-0.616820,0.280484,-0.909323,0.083935,-0.913861,0.337531,-0.902750,0.458231,-1.193061,0.557009,-1.369419,0.638421,-1.507063,0.173501,-0.984834,0.223691,-1.365124,0.280452,-1.595902,0.334025,-1.792808,0.020001,-0.970646,-0.032093,-1.353773,-0.045461,-1.621801,-0.042211,-1.862507,-0.129628,-0.881611,-0.195889,-1.190104,-0.241594,-1.381173,-0.268793,-1.561323
4,0.000000,0.000000,0.272989,-0.230778,0.418870,-0.631848,0.297254,-0.937017,0.106670,-0.954959,0.354909,-0.899329,0.478684,-1.208682,0.578156,-1.397058,0.660960,-1.547372,0.188857,-0.982005,0.240358,-1.380290,0.294634,-1.629343,0.345911,-1.838258,0.031136,-0.974100,-0.010421,-1.367849,-0.026215,-1.643119,-0.026938,-1.886695,-0.120794,-0.899565,-0.184218,-1.215978,-0.231311,-1.409449,-0.261650,-1.592140
4,0.000000,0.000000,0.262688,-0.236419,0.398613,-0.634302,0.258924,-0.920388,0.055045,-0.905411,0.335331,-0.909494,0.456209,-1.206443,0.551865,-1.384720,0.629384,-1.521945,0.170896,-0.985289,0.225033,-1.363988,0.283091,-1.591612,0.333102,-1.788974,0.017249,-0.967902,-0.033209,-1.352051,-0.043319,-1.619634,-0.042427,-1.860165,-0.133799,-0.875335,-0.197610,-1.186878,-0.244930,-1.378733,-0.278044,-1.557892
4,0.000000,0.000000,0.267989,-0.248097,0.401167,-0.646497,0.261133,-0.938168,0.061115,-0.925881,0.347648,-0.904549,0.468976,-1.206215,0.563909,-1.387501,0.640606,-1.528457,0.180764,-0.983527,0.237985,-1.374140,0.292230,-1.617245,0.341419,-1.826214,0.024109,-0.968564,-0.018561,-1.361135,-0.033871,-1.630455,-0.034240,-1.870033,-0.128018,-0.886885,-0.189105,-1.199573,-0.240437,-1.388254,-0.272982,-1.566337
4,0.000000,0.000000,0.271627,-0.240025,0.410604,-0.634327,0.271759,-0.927194,0.072043,-0.912418,0.347552,-0.908346,0.473093,-1.213920,0.569318,-1.398682,0.646369,-1.542287,0.179968,-0.983672,0.236705,-1.373968,0.291744,-1.617405,0.341453,-1.823018,0.023907,-0.965474,-0.014130,-1.355590,-0.025263,-1.623891,-0.022424,-1.859796,-0.122934,-0.880795,-0.185920,-1.194818,-0.234608,-1.387430,-0.264650,-1.566676
4,0.000000,0.000000,0.267011,-0.244986,0.396901,-0.655773,0.239702,-0.949850,0.035825,-0.934650,0.340741,-0.905425,0.463701,-1.222803,0.557414,-1.410184,0.634435,-1.557991,0.173261,-0.984876,0.223870,-1.385763,0.278716,-1.632693,0.329257,-1.837518,0.019013,-0.969978,-0.019461,-1.379306,-0.030063,-1.654873,-0.027167,-1.896226,-0.127103,-0.887877,-0.183085,-1.204992,-0.231159,-1.402698,-0.259878,-1.585697
4,0.000000,0.000000,0.259749,-0.241128,0.387102,-0.646723,0.241311,-0.929156,0.039186,-0.908247,0.327706,-0.900702,0.452832,-1.190524,0.547981,-1.368243,0.627844,-1.511900,0.170058,-0.985434,0.220066,-1.374553,0.279299,-1.611074,0.334469,-1.803562,0.022181,-0.973647,-0.024240,-1.377862,-0.035937,-1.644443,-0.033617,-1.879559,-0.118582,-0.889997,-0.179948,-1.192826,-0.224703,-1.384061,-0.251583,-1.563272
4,0.000000,0.000000,0.259916,-0.241474,0.391374,-0.643736,0.252601,-0.928995,0.055142,-0.911852,0.333489,-0.901519,0.460814,-1.191173,0.555185,-1.370882,0.634406,-1.518151,0.176741,-0.984257,0.231635,-1.367313,0.288671,-1.603583,0.342090,-1.805664,0.028907,-0.969988,-0.011866,-1.369690,-0.025099,-1.640191,-0.025232,-1.882864,-0.111774,-0.885238,-0.170066,-1.190326,-0.217652,-1.379660,-0.249463,-1.559554
4,0.000000,0.000000,0.256383,-0.243103,0.388669,-0.653842,0.253608,-0.940868,0.060537,-0.923940,0.327966,-0.898847,0.461167,-1.195245,0.558959,-1.377494,0.639634,-1.524647,0.173263,-0.984876,0.227487,-1.378427,0.286645,-1.618438,0.339903,-1.814460,0.028574,-0.975411,-0.008639,-1.387842,-0.017018,-1.663771,-0.012603,-1.904386,-0.109768,-0.892994,-0.167834,-1.203157,-0.211265,-1.401038,-0.236359,-1.581719
4,0.000000,0.000000,0.265634,-0.241756,0.402462,-0.645069,0.260035,-0.934428,0.062815,-0.918606,0.339346,-0.894946,0.467552,-1.192092,0.563178,-1.374734,0.642406,-1.523386,0.183121,-0.983090,0.238588,-1.376468,0.297312,-1.620866,0.353255,-1.819012,0.034672,-0.976365,-0.002485,-1.388639,-0.009867,-1.662844,0.000726,-1.901333,-0.107117,-0.901687,-0.163552,-1.215615,-0.204121,-1.408915,-0.221321,-1.586173
4,0.000000,0.000000,0.275609,-0.246713,0.416876,-0.648538,0.280039,-0.943745,0.075574,-0.920636,0.344883,-0.896731,0.475749,-1.200638,0.574407,-1.386505,0.655533,-1.537497,0.189393,-0.981901,0.251283,-1.378150,0.311324,-1.627095,0.366782,-1.834090,0.039607,-0.974132,0.005042,-1.387037,-0.000613,-1.666330,0.011589,-1.909076,-0.101762,-0.899857,-0.160578,-1.224416,-0.204831,-1.420157,-0.226141,-1.599007
4,0.000000,0.000000,0.259429,-0.232675,0.398305,-0.625654,0.263248,-0.910214,0.060106,-0.889701,0.341100,-0.898877,0.465721,-1.180016,0.562879,-1.353510,0.640917,-1.489613,0.181385,-0.983412,0.246105,-1.354484,0.307081,-1.585171,0.356506,-1.779333,0.029030,-0.971148,-0.011194,-1.357064,-0.019537,-1.623963,-0.015273,-1.862366,-0.121549,-0.882536,-0.182619,-1.188649,-0.228073,-1.376603,-0.255445,-1.550241
4,0.000000,0.000000,0.263127,-0.245955,0.397111,-0.650850,0.259186,-0.942301,0.067184,-0.943369,0.345769,-0.904475,0.473234,-1.205356,0.569282,-1.391760,0.650509,-1.543879,0.177350,-0.984148,0.225715,-1.372227,0.279813,-1.607836,0.331394,-1.809819,0.022143,-0.969229,-0.028760,-1.362826,-0.039894,-1.629843,-0.036177,-1.868786,-0.128224,-0.878101,-0.194769,-1.189091,-0.239705,-1.378711,-0.266788,-1.555050
4,0.000000,0.000000,0.265575,-0.240522,0.402168,-0.652433,0.254324,-0.951687,0.049430,-0.949984,0.354917,-0.902543,0.477354,-1.206653,0.569242,-1.397458,0.643931,-1.549292,0.185712,-0.982604,0.242608,-1.374235,0.297124,-1.618503,0.345890,-1.823468,0.030048,-0.969345,-0.007048,-1.368223,-0.021927,-1.632859,-0.023746,-1.866728,-0.119566,-0.884326,-0.183184,-1.197624,-0.233700,-1.388878,-0.266849,-1.566665
4,0.000000,0.000000,0.261229,-0.247225,0.395030,-0.648134,0.245203,-0.939426,0.037425,-0.912854,0.339619,-0.904663,0.461817,-1.205626,0.554787,-1.391291,0.629212,-1.534566,0.173147,-0.984896,0.229800,-1.375663,0.283376,-1.619603,0.330051,-1.820078,0.018898,-0.970703,-0.022061,-1.366408,-0.032433,-1.632667,-0.027160,-1.864323,-0.131805,-0.884568,-0.199545,-1.198874,-0.251372,-1.388506,-0.279112,-1.560853
4,0.000000,0.000000,0.262293,-0.242190,0.395209,-0.651182,0.243112,-0.944179,0.039004,-0.926704,0.347350,-0.903538,0.470760,-1.207764,0.562055,-1.398082,0.636988,-1.547991,0.179263,-0.983801,0.235292,-1.375317,0.289094,-1.620447,0.339006,-1.825619,0.023769,-0.968225,-0.010598,-1.368147,-0.023216,-1.632081,-0.020155,-1.864518,-0.126292,-0.879707,-0.191942,-1.194684,-0.241825,-1.383498,-0.270228,-1.557279
4,0.000000,0.000000,0.264481,-0.248126,0.397656,-0.659726,0.243767,-0.954021,0.039716,-0.941864,0.346566,-0.905231,0.469990,-1.216389,0.562709,-1.408495,0.638048,-1.561930,0.178819,-0.983882,0.233570,-1.382605,0.288216,-1.632197,0.338083,-1.839640,0.022737,-0.969543,-0.014924,-1.379489,-0.027390,-1.647940,-0.025159,-1.882326,-0.126730,-0.886799,-0.190582,-1.208754,-0.239412,-1.403265,-0.267844,-1.582535
4,0.000000,0.000000,0.257240,-0.243585,0.384288,-0.652479,0.234311,-0.930832,0.028867,-0.905963,0.328965,-0.908531,0.455781,-1.200865,0.552067,-1.385400,0.629764,-1.533027,0.167193,-0.985924,0.220959,-1.367638,0.279528,-1.606654,0.330350,-1.805832,0.018011,-0.968635,-0.019324,-1.365106,-0.030568,-1.627956,-0.030927,-1.860462,-0.124729,-0.879432,-0.186464,-1.184132,-0.230873,-1.374609,-0.257352,-1.551427
4,0.000000,0.000000,0.257815,-0.243216,0.388258,-0.652025,0.242164,-0.934394,0.036959,-0.917843,0.332678,-0.905368,0.456427,-1.198001,0.551120,-1.383319,0.628762,-1.532670,0.174352,-0.984683,0.227972,-1.368142,0.285238,-1.609885,0.333091,-1.810979,0.024786,-0.970953,-0.019074,-1.371795,-0.033559,-1.638011,-0.037038,-1.874227,-0.119766,-0.885589,-0.188471,-1.186992,-0.238992,-1.373926,-0.272132,-1.550182
4,0.000000,0.000000,0.258800,-0.244001,0.392623,-0.640244,0.257016,-0.923297,0.066422,-0.912652,0.348407,-0.897181,0.484315,-1.189421,0.578562,-1.376459,0.654422,-1.530858,0.190605,-0.981667,0.251524,-1.367810,0.303682,-1.608708,0.349920,-1.811642,0.042769,-0.968561,0.018514,-1.362027,0.007054,-1.618811,0.006523,-1.843907,-0.105087,-0.882153,-0.164807,-1.188159,-0.212326,-1.380223,-0.240004,-1.557119
4,0.000000,0.000000,0.264584,-0.237810,0.398305,-0.642073,0.252836,-0.937851,0.057222,-0.931216,0.367857,-0.890738,0.507088,-1.199673,0.605969,-1.395007,0.686504,-1.555657,0.211364,-0.977407,0.274982,-1.377009,0.334399,-1.626202,0.387031,-1.829455,0.062074,-0.972344,0.040348,-1.384919,0.036491,-1.655349,0.043260,-1.886053,-0.086989,-0.897303,-0.146282,-1.217212,-0.189472,-1.415680,-0.211979,-1.594381
4,0.000000,0.000000,0.271415,-0.235508,0.411711,-0.637385,0.264598,-0.943011,0.063437,-0.938767,0.372567,-0.888022,0.511222,-1.199081,0.611314,-1.395350,0.692160,-1.554496,0.211729,-0.977328,0.279955,-1.380802,0.338606,-1.634082,0.390820,-1.844098,0.059726,-0.972628,0.039645,-1.383447,0.035601,-1.657699,0.045170,-1.895118,-0.090501,-0.895808,-0.150035,-1.218802,-0.196065,-1.418049,-0.219087,-1.598439
4,0.000000,0.000000,0.270910,-0.241694,0.410329,-0.643086,0.261505,-0.949392,0.057202,-0.937547,0.369904,-0.889705,0.510842,-1.205161,0.611707,-1.403487,0.692956,-1.565283,0.207009,-0.978339,0.276582,-1.385555,0.334310,-1.641980,0.384803,-1.855602,0.054346,-0.972651,0.035154,-1.383268,0.033102,-1.658463,0.043846,-1.895319,-0.096658,-0.896996,-0.153378,-1.223561,-0.198542,-1.424716,-0.220700,-1.605610
4,0.000000,0.000000,0.262646,-0.237099,0.399455,-0.634930,0.256950,-0.933016,0.059295,-0.920972,0.360480,-0.895520,0.497504,-1.191983,0.597596,-1.380458,0.677488,-1.533810,0.202110,-0.979363,0.267182,-1.364557,0.323252,-1.607864,0.371447,-1.812317,0.052492,-0.969245,0.023820,-1.361939,0.017007,-1.620606,0.022568,-1.848133,-0.095252,-0.886553,-0.160766,-1.197170,-0.208524,-1.385061,-0.236131,-1.556291
4,0.000000,0.000000,0.261148,-0.235622,0.402682,-0.623249,0.266446,-0.930171,0.067771,-0.942552,0.369568,-0.892812,0.508792,-1.206859,0.607202,-1.406954,0.687005,-1.572870,0.206373,-0.978473,0.269803,-1.381394,0.321154,-1.633203,0.366678,-1.846903,0.054425,-0.969417,0.021226,-1.367782,0.008786,-1.634491,0.010363,-1.869059,-0.099668,-0.885588,-0.166376,-1.204009,-0.215744,-1.394478,-0.245308,-1.568407
4,0.000000,0.000000,0.265084,-0.235826,0.404292,-0.634201,0.250716,-0.939954,0.044064,-0.933309,0.374133,-0.894244,0.507306,-1.215457,0.604160,-1.421068,0.681641,-1.589662,0.206456,-0.978456,0.269796,-1.384910,0.320956,-1.641331,0.365343,-1.854439,0.050587,-0.968664,0.022366,-1.371958,0.009739,-1.636546,0.010820,-1.867082,-0.106403,-0.888693,-0.173912,-1.210406,-0.225291,-1.401792,-0.253749,-1.575931
4,0.000000,0.000000,0.262013,-0.238214,0.400230,-0.635346,0.250892,-0.939392,0.046968,-0.933562,0.371158,-0.895287,0.505974,-1.215896,0.602454,-1.420375,0.677590,-1.586469,0.204606,-0.978844,0.269843,-1.384742,0.320584,-1.639298,0.363939,-1.852690,0.048714,-0.968276,0.021186,-1.369211,0.009919,-1.634353,0.011646,-1.865682,-0.110138,-0.887422,-0.176148,-1.206629,-0.225077,-1.398407,-0.251223,-1.573183
4,0.000000,0.000000,0.264173,-0.236150,0.403239,-0.634143,0.251387,-0.939899,0.049459,-0.934575,0.376431,-0.895176,0.512034,-1.219651,0.608776,-1.426924,0.685140,-1.596702,0.207372,-0.978262,0.273662,-1.387546,0.325323,-1.642746,0.371546,-1.858735,0.049393,-0.967471,0.022784,-1.371348,0.010391,-1.637080,0.012774,-1.872744,-0.109361,-0.885898,-0.173344,-1.206630,-0.221341,-1.397988,-0.246378,-1.576432
4,0.000000,0.000000,0.264946,-0.233721,0.406875,-0.631117,0.255346,-0.941726,0.052897,-0.946392,0.378893,-0.893434,0.517030,-1.216494,0.613985,-1.423490,0.690285,-1.594284,0.211249,-0.977432,0.274980,-1.387617,0.324690,-1.641799,0.369610,-1.858958,0.054211,-0.968138,0.030500,-1.373200,0.019612,-1.639368,0.022832,-1.876723,-0.104289,-0.890484,-0.166456,-1.213637,-0.214238,-1.407830,-0.238838,-1.590573
4,0.000000,0.000000,0.271299,-0.232159,0.413583,-0.632990,0.258806,-0.948191,0.054100,-0.946436,0.380096,-0.891613,0.522206,-1.222428,0.625056,-1.430777,0.707856,-1.601833,0.210915,-0.977504,0.274940,-1.397662,0.327644,-1.658772,0.376272,-1.880457,0.052106,-0.969744,0.027816,-1.383603,0.018379,-1.658786,0.024956,-1.904494,-0.107263,-0.893613,-0.171232,-1.225068,-0.220972,-1.422446,-0.246062,-1.606814
4,0.000000,0.000000,0.266195,-0.239424,0.406793,-0.641527,0.250591,-0.957057,0.045659,-0.951389,0.376348,-0.893290,0.518616,-1.220822,0.620731,-1.426285,0.701981,-1.594810,0.205385,-0.978681,0.270096,-1.394941,0.321982,-1.653044,0.369092,-1.872002,0.046045,-0.969914,0.020530,-1.376552,0.013311,-1.648252,0.021887,-1.889971,-0.115004,-0.894353,-0.178039,-1.222508,-0.228333,-1.420401,-0.252992,-1.604644
4,0.000000,0.000000,0.271377,-0.240133,0.411395,-0.644260,0.252863,-0.960460,0.046468,-0.955381,0.380243,-0.890980,0.524567,-1.221440,0.628029,-1.428408,0.712069,-1.598225,0.206857,-0.978371,0.272284,-1.397187,0.325797,-1.657293,0.375446,-1.877256,0.045472,-0.971949,0.021707,-1.383108,0.015170,-1.657745,0.024437,-1.899879,-0.115132,-0.898209,-0.177659,-1.230962,-0.227454,-1.428068,-0.252399,-1.609043
4,0.000000,0.000000,0.268901,-0.236058,0.409014,-0.640000,0.250343,-0.953089,0.042889,-0.945998,0.378024,-0.892410,0.519315,-1.220229,0.621697,-1.425598,0.704405,-1.594552,0.205629,-0.978630,0.268489,-1.395678,0.321835,-1.652269,0.372442,-1.870933,0.045114,-0.970416,0.016251,-1.381034,0.006792,-1.653155,0.013777,-1.895586,-0.114548,-0.893815,-0.181045,-1.225144,-0.232412,-1.420052,-0.259076,-1.601701
4,0.000000,0.000000,0.268701,-0.235363,0.410870,-0.637940,0.260093,-0.957129,0.056993,-0.960311,0.376696,-0.892787,0.521154,-1.223309,0.624391,-1.430440,0.709650,-1.601347,0.206697,-0.978405,0.266394,-1.400057,0.316716,-1.660123,0.366062,-1.881038,0.046509,-0.970882,0.015582,-1.386542,0.004241,-1.661917,0.012493,-1.905913,-0.113745,-0.896299,-0.181088,-1.231865,-0.232881,-1.430161,-0.258372,-1.614181
4,0.000000,0.000000,0.268598,-0.231446,0.410571,-0.633549,0.257589,-0.949379,0.052670,-0.947854,0.375522,-0.892170,0.520289,-1.222829,0.624276,-1.429158,0.709640,-1.600353,0.205462,-0.978665,0.266028,-1.399147,0.317781,-1.656886,0.367593,-1.877575,0.045635,-0.970395,0.013570,-1.384627,0.001804,-1.659989,0.008658,-1.907104,-0.113905,-0.892676,-0.180893,-1.227830,-0.231607,-1.425211,-0.257366,-1.610516
